#OTU ID	10317.000038095	10317.000039830	10317.000038456	10317.000038060	10317.000038039	10317.000038099	10317.000012267	10317.000037927	10317.000038192	10317.000038246
Bacteroides	0.4170692431561997	0.2972111553784861	0.363855421686747	0.099673202614379	0.70863599677159	0.1311074918566775	0.3555194805194805	0.2765273311897106	0.0040453074433656	0.279050736497545
Faecalibacterium	0.1376811594202898	0.0310756972111553	0.0650602409638554	0.040032679738562	0.0234059725585149	0.1767100977198697	0.0641233766233766	0.1503215434083601	0.0194174757281553	0.0990180032733224
Prevotella	0.002415458937198	0.0	0.0	0.0	0.0	0.0439739413680781	0.0178571428571428	0.0	0.1019417475728155	0.0
Roseburia	0.0249597423510467	0.0063745019920318	0.1188755020080321	0.040032679738562	0.0266343825665859	0.0952768729641693	0.0706168831168831	0.0860128617363344	0.0097087378640776	0.0229132569558101
Parabacteroides	0.0177133655394524	0.0382470119521912	0.0377510040160642	0.0212418300653594	0.0177562550443906	0.008957654723127	0.0154220779220779	0.0136655948553054	0.0008090614886731	0.0302782324058919
Alistipes	0.0587761674718196	0.0932270916334661	0.029718875502008	0.0604575163398692	0.0008071025020177	0.0407166123778501	0.0154220779220779	0.0369774919614147	0.0169902912621359	0.0335515548281505
Blautia	0.0136876006441223	0.0127490039840637	0.0040160642570281	0.0122549019607843	0.0129136400322841	0.0260586319218241	0.0357142857142857	0.0064308681672025	0.0016181229773462	0.0081833060556464
Akkermansia	0.036231884057971	0.0127490039840637	0.0305220883534136	0.0571895424836601	0.0	0.0	0.0016233766233766	0.0	0.0072815533980582	0.0196399345335515
Ruminococcus	0.0080515297906602	0.0079681274900398	0.0634538152610441	0.0040849673202614	0.0056497175141242	0.0342019543973941	0.0170454545454545	0.0345659163987138	0.0024271844660194	0.0122749590834697
Oscillibacter	0.0064412238325281	0.0119521912350597	0.0024096385542168	0.0433006535947712	0.0104923325262308	0.017915309446254	0.0081168831168831	0.0064308681672025	0.0032362459546925	0.0270049099836333
Clostridium_XlVa	0.0072463768115942	0.0031872509960159	0.0128514056224899	0.0179738562091503	0.0169491525423728	0.012214983713355	0.0064935064935064	0.0128617363344051	0.0064724919093851	0.0049099836333878
Gemmiger	0.0	0.0047808764940239	0.0008032128514056	0.0187908496732026	0.0040355125100887	0.005700325732899	0.0162337662337662	0.0032154340836012	0.0016181229773462	0.0040916530278232
Dialister	0.036231884057971	0.0007968127490039	0.0642570281124498	0.0	0.0710250201775625	0.0	0.0008116883116883	0.0	0.0137540453074433	0.0
Clostridium_IV	0.0088566827697262	0.0183266932270916	0.0	0.0416666666666666	0.0	0.0504885993485342	0.0008116883116883	0.0	0.0024271844660194	0.0433715220949263
Lachnospiracea_incertae_sedis	0.0064412238325281	0.0031872509960159	0.0072289156626506	0.0081699346405228	0.0024213075060532	0.002442996742671	0.0073051948051948	0.0032154340836012	0.0	0.0081833060556464
Clostridium_XVIII	0.0	0.0023904382470119	0.0056224899598393	0.0122549019607843	0.0008071025020177	0.000814332247557	0.0081168831168831	0.0024115755627009	0.0008090614886731	0.0057283142389525
Coprococcus	0.000805152979066	0.0191235059760956	0.0040160642570281	0.0032679738562091	0.0	0.0423452768729641	0.0422077922077922	0.0048231511254019	0.0008090614886731	0.0073649754500818
Phascolarctobacterium	0.0	0.0023904382470119	0.0	0.0155228758169934	0.0	0.003257328990228	0.0024350649350649	0.0024115755627009	0.0008090614886731	0.0
Anaerostipes	0.003220611916264	0.0079681274900398	0.0016064257028112	0.0049019607843137	0.0016142050040355	0.000814332247557	0.0048701298701298	0.0008038585209003	0.0	0.0032733224222585
Acinetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
