#OTU ID	Bacteroides	Faecalibacterium	Prevotella	Roseburia	Parabacteroides	Alistipes	Blautia	Akkermansia	Ruminococcus	Oscillibacter	Clostridium_XlVa	Gemmiger	Dialister	Clostridium_IV	Lachnospiracea_incertae_sedis	Clostridium_XVIII	Coprococcus	Phascolarctobacterium	Anaerostipes	Acinetobacter
Bacteroides	1.0	0.32732732732732733	0.056056056056056056	0.22122122122122123	0.4914914914914915	0.22822822822822822	0.14314314314314314	0.04604604604604605	0.1001001001001001	0.08108108108108109	0.1961961961961962	0.018018018018018018	0.08708708708708708	0.12612612612612611	0.2122122122122122	0.23623623623623624	0.3683683683683684	0.17717717717717718	0.6416416416416416	0.3983983983983984
Faecalibacterium	0.32732732732732733	1.0	0.1881881881881882	0.011011011011011011	0.20520520520520522	0.04004004004004004	0.14714714714714713	0.03403403403403404	0.014014014014014014	0.14414414414414414	0.36536536536536535	0.15715715715715717	0.4394394394394394	0.27427427427427425	0.03803803803803804	0.11311311311311312	0.4724724724724725	0.044044044044044044	0.33433433433433435	0.001001001001001001
Prevotella	0.056056056056056056	0.1881881881881882	1.0	0.3233233233233233	0.5365365365365365	0.5305305305305306	0.03403403403403404	0.3103103103103103	0.5195195195195195	0.004004004004004004	0.1011011011011011	0.14314314314314314	0.43243243243243246	0.42342342342342343	0.47147147147147145	0.14714714714714713	0.4364364364364364	0.5185185185185185	0.13913913913913914	0.36936936936936937
Roseburia	0.22122122122122123	0.011011011011011011	0.3233233233233233	1.0	0.13513513513513514	0.01701701701701702	0.15515515515515516	0.004004004004004004	0.01901901901901902	0.16416416416416416	0.2902902902902903	0.18118118118118118	0.35535535535535534	0.22822822822822822	0.03403403403403404	0.12412412412412413	0.5205205205205206	0.011011011011011011	0.38538538538538536	0.008008008008008008
Parabacteroides	0.4914914914914915	0.20520520520520522	0.5365365365365365	0.13513513513513514	1.0	0.03203203203203203	0.13213213213213212	0.3153153153153153	0.32232232232232233	0.27627627627627627	0.38038038038038036	0.3633633633633634	0.08108108108108109	0.016016016016016016	0.05805805805805806	0.04904904904904905	0.0940940940940941	0.2782782782782783	0.31931931931931934	0.001001001001001001
Alistipes	0.22822822822822822	0.04004004004004004	0.5305305305305306	0.01701701701701702	0.03203203203203203	1.0	0.01001001001001001	0.043043043043043044	0.09309309309309309	0.44744744744744747	0.2912912912912913	0.25925925925925924	0.42242242242242245	0.2672672672672673	0.08308308308308308	0.007007007007007007	0.42742742742742745	0.06806806806806807	0.04004004004004004	0.001001001001001001
Blautia	0.14314314314314314	0.14714714714714713	0.03403403403403404	0.15515515515515516	0.13213213213213212	0.01001001001001001	1.0	0.1981981981981982	0.3023023023023023	0.44144144144144143	0.2902902902902903	0.37037037037037035	0.22522522522522523	0.4344344344344344	0.5685685685685685	0.17117117117117117	0.4594594594594595	0.11811811811811812	0.011011011011011011	0.15115115115115116
Akkermansia	0.04604604604604605	0.03403403403403404	0.3103103103103103	0.004004004004004004	0.3153153153153153	0.043043043043043044	0.1981981981981982	1.0	0.016016016016016016	0.3073073073073073	0.07307307307307308	0.23923923923923923	0.14214214214214213	0.3233233233233233	0.17517517517517517	0.17917917917917917	0.4844844844844845	0.007007007007007007	0.5815815815815816	0.004004004004004004
Ruminococcus	0.1001001001001001	0.014014014014014014	0.5195195195195195	0.01901901901901902	0.32232232232232233	0.09309309309309309	0.3023023023023023	0.016016016016016016	1.0	0.2882882882882883	0.08008008008008008	0.035035035035035036	0.3743743743743744	0.5745745745745746	0.2682682682682683	0.3843843843843844	0.46846846846846846	0.011011011011011011	0.45645645645645644	0.025025025025025027
Oscillibacter	0.08108108108108109	0.14414414414414414	0.004004004004004004	0.16416416416416416	0.27627627627627627	0.44744744744744747	0.44144144144144143	0.3073073073073073	0.2882882882882883	1.0	0.47847847847847846	0.34634634634634637	0.2082082082082082	0.08408408408408409	0.23723723723723725	0.2912912912912913	0.3163163163163163	0.2972972972972973	0.14914914914914915	0.6186186186186187
Clostridium_XlVa	0.1961961961961962	0.36536536536536535	0.1011011011011011	0.2902902902902903	0.38038038038038036	0.2912912912912913	0.2902902902902903	0.07307307307307308	0.08008008008008008	0.47847847847847846	1.0	0.05805805805805806	0.05905905905905906	0.4914914914914915	0.17617617617617617	0.35935935935935936	0.3843843843843844	0.07207207207207207	0.24224224224224225	0.07407407407407407
Gemmiger	0.018018018018018018	0.15715715715715717	0.14314314314314314	0.18118118118118118	0.3633633633633634	0.25925925925925924	0.37037037037037035	0.23923923923923923	0.035035035035035036	0.34634634634634637	0.05805805805805806	1.0	0.5275275275275275	0.09109109109109109	0.5455455455455456	0.16216216216216217	0.0920920920920921	0.055055055055055056	0.35135135135135137	0.23523523523523523
Dialister	0.08708708708708708	0.4394394394394394	0.43243243243243246	0.35535535535535534	0.08108108108108109	0.42242242242242245	0.22522522522522523	0.14214214214214213	0.3743743743743744	0.2082082082082082	0.05905905905905906	0.5275275275275275	1.0	0.037037037037037035	0.16416416416416416	0.3893893893893894	0.23523523523523523	0.2732732732732733	0.06106106106106106	0.17417417417417416
Clostridium_IV	0.12612612612612611	0.27427427427427425	0.42342342342342343	0.22822822822822822	0.016016016016016016	0.2672672672672673	0.4344344344344344	0.3233233233233233	0.5745745745745746	0.08408408408408409	0.4914914914914915	0.09109109109109109	0.037037037037037035	1.0	0.23823823823823823	0.3883883883883884	0.2032032032032032	0.25825825825825827	0.09509509509509509	0.41041041041041043
Lachnospiracea_incertae_sedis	0.2122122122122122	0.03803803803803804	0.47147147147147145	0.03403403403403404	0.05805805805805806	0.08308308308308308	0.5685685685685685	0.17517517517517517	0.2682682682682683	0.23723723723723725	0.17617617617617617	0.5455455455455456	0.16416416416416416	0.23823823823823823	1.0	0.011011011011011011	0.20520520520520522	0.3923923923923924	0.4134134134134134	0.002002002002002002
Clostridium_XVIII	0.23623623623623624	0.11311311311311312	0.14714714714714713	0.12412412412412413	0.04904904904904905	0.007007007007007007	0.17117117117117117	0.17917917917917917	0.3843843843843844	0.2912912912912913	0.35935935935935936	0.16216216216216217	0.3893893893893894	0.3883883883883884	0.011011011011011011	1.0	0.3113113113113113	0.38538538538538536	0.04804804804804805	0.02002002002002002
Coprococcus	0.3683683683683684	0.4724724724724725	0.4364364364364364	0.5205205205205206	0.0940940940940941	0.42742742742742745	0.4594594594594595	0.4844844844844845	0.46846846846846846	0.3163163163163163	0.3843843843843844	0.0920920920920921	0.23523523523523523	0.2032032032032032	0.20520520520520522	0.3113113113113113	1.0	0.12412412412412413	0.35735735735735735	0.15515515515515516
Phascolarctobacterium	0.17717717717717718	0.044044044044044044	0.5185185185185185	0.011011011011011011	0.2782782782782783	0.06806806806806807	0.11811811811811812	0.007007007007007007	0.011011011011011011	0.2972972972972973	0.07207207207207207	0.055055055055055056	0.2732732732732733	0.25825825825825827	0.3923923923923924	0.38538538538538536	0.12412412412412413	1.0	0.3173173173173173	0.05005005005005005
