#OTU ID	Bacteroides	Faecalibacterium	Prevotella	Roseburia	Parabacteroides	Alistipes	Blautia	Akkermansia	Ruminococcus	Oscillibacter	Clostridium_XlVa	Gemmiger	Dialister	Clostridium_IV	Lachnospiracea_incertae_sedis	Clostridium_XVIII	Coprococcus	Phascolarctobacterium	Anaerostipes	Acinetobacter
Bacteroides	1.0	-0.2000068968323011	-0.48825546784362883	-0.2976806730394159	-0.06347672166424309	-0.2722925666863024	-0.11184769203791847	0.47025829156473387	-0.4280962595477992	-0.37377101394081247	0.36379431938040735	-0.659093412802974	0.3252953100251125	0.37002090047353664	-0.2282633079041606	-0.006729534881641087	-0.05544813602227247	0.2605352034182972	0.05627635441647833	0.11583173648390443
Faecalibacterium	-0.2000068968323011	1.0	-0.33554627931183906	0.901323283746075	0.24177308777043394	0.6347932920982242	-0.40595652647513514	-0.6573747628199827	0.7661145589112672	-0.3836880326203782	-0.2301642771637752	0.27679554263464246	-0.07552377020618958	0.13577935419196535	0.5905892039703308	-0.4512138046582035	-0.07518121720587956	-0.5900892934127213	-0.1693679613371609	-0.46621976531842413
Prevotella	-0.48825546784362883	-0.33554627931183906	1.0	-0.16264940258564933	-0.03456504974747066	-0.021320989044053395	0.44541754451412036	-0.23936567015622623	-0.023397675667471123	0.5901740427113344	-0.4702028971707111	0.2090010821592626	-0.1323084504479226	-0.10801989428113544	0.01571555974233352	0.2462822538092727	0.0003178457156466259	-0.04788217397803408	0.22993559178536466	0.007120467572650949
Roseburia	-0.2976806730394159	0.901323283746075	-0.16264940258564933	1.0	0.31335171703564535	0.7000276966492642	-0.38374471631066376	-0.7758007018734752	0.7558479350286569	-0.3623694200151731	-0.26574197113502906	0.2548339838708575	-0.11634783463832479	0.18680061268794287	0.6381472562674095	-0.4149352566992439	-0.04691624822566901	-0.7039536082403532	-0.11705998513123726	-0.3983537470859696
Parabacteroides	-0.06347672166424309	0.241773087770434	-0.034565049747470655	0.31335171703564535	1.0	0.652054686392757	-0.43509486471961056	-0.26331669948696523	0.06988664930555505	-0.26223069590695547	-0.23917506093614926	-0.19900331008500147	-0.5017863757594109	0.6208770322663084	0.45851976539041495	-0.5706358076010942	-0.48881977267757193	0.1276138093245655	-0.2121436024938834	-0.48912435124051357
Alistipes	-0.2722925666863024	0.6347932920982242	-0.0213209890440534	0.7000276966492642	0.652054686392757	1.0	-0.6927258543963457	-0.6196064732262454	0.417237413907546	0.06732722229498883	-0.2660127078560686	0.1549279167472457	-0.06641717805594777	0.13764411931139692	0.4976427568077413	-0.7077242045973287	-0.1176586107011364	-0.5053191221093858	-0.5736629444610046	-0.5300355467916308
Blautia	-0.11184769203791847	-0.40595652647513514	0.4454175445141204	-0.3837447163106638	-0.43509486471961056	-0.6927258543963457	1.0	0.18261121507091954	-0.20855189230077786	0.1952366124325893	-0.17879062138089757	0.05571485994345653	-0.2897123737477897	0.029468207141048978	0.03307168040856816	0.5687987202485418	0.11101310180986976	0.2961616310983898	0.7906390023123008	0.24728626655936786
Akkermansia	0.47025829156473387	-0.6573747628199827	-0.23936567015622623	-0.7758007018734752	-0.26331669948696523	-0.6196064732262454	0.18261121507091954	1.0	-0.7157916844546885	0.057879040834753245	0.3636910384214611	-0.30730746834385825	0.2315021866311076	-0.2678353225985549	-0.4149029671796636	0.18547213190625353	-0.12233593172057294	0.6617736788307595	-0.040906595200767046	0.2748217152016873
Ruminococcus	-0.4280962595477992	0.7661145589112672	-0.023397675667471123	0.7558479350286568	0.06988664930555505	0.417237413907546	-0.20855189230077786	-0.7157916844546883	1.0	-0.2016591473350386	-0.4717998230222987	0.5471326270241499	0.025573317253520064	-0.0076561590321929255	0.1285677610911862	0.08609911799718911	-0.09144414091450553	-0.6747920882784677	0.004016206623812711	-0.33237800080234503
Oscillibacter	-0.37377101394081247	-0.3836880326203782	0.5901740427113346	-0.3623694200151731	-0.26223069590695547	0.06732722229498883	0.19523661243258927	0.057879040834753245	-0.2016591473350386	1.0	0.035123029945084344	0.09616497209478207	0.1656950315549086	-0.47339336503702745	-0.225859497422496	-0.03741621282697015	0.19898691484017206	0.11768768644870489	-0.3007724210968544	0.004710648571144671
Clostridium_XlVa	0.3637943193804073	-0.2301642771637752	-0.4702028971707112	-0.26574197113502906	-0.23917506093614924	-0.2660127078560687	-0.17879062138089757	0.3636910384214611	-0.4717998230222987	0.03512302994508434	1.0	-0.5592515304735945	0.2571393239155813	-0.0906253929030677	-0.32516850080544124	-0.12405068794429011	0.08912129888208548	0.4373864057835064	-0.24511272583539567	0.20707561931912438
Gemmiger	-0.659093412802974	0.27679554263464246	0.2090010821592626	0.25483398387085754	-0.19900331008500147	0.1549279167472457	0.05571485994345653	-0.30730746834385825	0.5471326270241499	0.09616497209478209	-0.5592515304735945	1.0	-0.05740436236564608	-0.49312161130301535	-0.03900582735948632	0.24862317991935712	0.374134569009442	-0.5430759917087847	0.06868222086373738	-0.1790044759227512
